,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,cluster
12646,Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.3,30.0,Red Tribe,T,0
12652,Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,69.0,36.0,4.3,4.0,Climax Group,T,0
12659,The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,22.0,6.6,24.0,Eutechnyx,T,0
12669,Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,30.0,15.0,3.5,36.0,Artoon,M,0
12670,The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,11.0,6.1,21.0,Cauldron Ltd.,T,0
12672,Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,83.0,17.0,8.9,9.0,"Orbital Media, Inc.",E,1
12679,Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,53.0,51.0,6.5,72.0,Saber Interactive,M,2
12682,Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,83.0,22.0,5.8,387.0,Slightly Mad Studios,E,1
12683,Mercury Meltdown,PSP,2006.0,Action,Atari,0.05,0.0,0.0,0.01,0.06,78.0,36.0,7.8,8.0,Ignition Entertainment,E,2
12684,Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.0,8.3,12.0,Tri-Ace,T,0
12685,Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,72.0,34.0,8.1,43.0,Blue Fang Games,E,1
12689,Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,42.0,17.0,5.0,4.0,Collision Studios,E10+,2
12700,Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,77.0,17.0,8.6,16.0,Tecmo,T,0
12701,Urban Chaos: Riot Response,PS2,2006.0,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,73.0,35.0,7.8,24.0,Rocksteady Studios,M,2
12702,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,44.0,8.0,4.6,41.0,Ubisoft Shanghai,T,0
12705,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,Prope,E,1
12706,Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,59.0,15.0,8.5,31.0,Capcom,M,2
12710,Catwoman,XB,2004.0,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,45.0,33.0,4.6,5.0,EA Games,T,0
12714,Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06,54.0,8.0,3.5,16.0,505 Games,T,0
12716,Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,44.0,28.0,8.1,15.0,Omega Force,T,0
12717,Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,69.0,20.0,7.5,41.0,Gust,E10+,1
12720,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,74.0,33.0,2.9,431.0,Capcom,T,0
12725,Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,71.0,12.0,9.0,9.0,WinkySoft,E,1
12729,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,8.0,4.1,9.0,Rainbow Studios,E,1
12730,Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.0,0.0,0.01,0.06,73.0,41.0,7.6,9.0,"Rebellion, Neversoft Entertainment",M,2
12734,Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,81.0,10.0,7.6,8.0,Exient Entertainment,E,1
12736,Constantine,XB,2005.0,Action,SCi,0.04,0.01,0.0,0.0,0.06,60.0,31.0,7.1,17.0,Bits Studios,M,2
12737,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,8.0,7.1,7.0,Ubisoft Montreal,M,2
12742,Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,74.0,6.0,8.2,5.0,SNK Playmore,T,0
12743,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,82.0,44.0,8.4,1088.0,GSC Game World,M,2
12744,Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,71.0,43.0,7.7,19.0,Shin'en,E,1
12749,Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,0.03,0.02,0.0,0.01,0.06,59.0,21.0,8.4,10.0,Adrenium,T,0
12752,Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,71.0,4.0,7.2,9.0,Haemimont,T,0
12757,Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,25.0,6.0,1.9,39.0,HB Studios Multimedia,E,1
12759,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,68.0,25.0,9.1,14.0,From Software,T,0
12760,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,88.0,16.0,7.8,5.0,"Z-Axis, Ltd.",T,1
12761,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06,62.0,27.0,6.9,8.0,Clover Studio,T,0
12763,Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60.0,33.0,6.9,16.0,Hit Maker,E10+,0
12765,X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,5.6,7.0,Silicon Knights,E10+,0
12768,The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,49.0,Maxis,T,0
12770,Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,60.0,29.0,7.7,18.0,Idea Factory,T,0
12774,Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,73.0,28.0,8.4,11.0,Andamiro U.S.A. Corp.,T,0
12777,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17.0,TOYBOX,T,0
12779,MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06,78.0,39.0,6.8,123.0,Evolution Studios,E,1
12783,Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76.0,KnowWonder,E,1
12787,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,29.0,8.6,5.0,"Orbital Media, Inc.",E10+,0
12789,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,26.0,7.4,1007.0,DONTNOD Entertainment,M,2
12813,NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,69.0,14.0,6.8,13.0,EA Sports,E,1
12823,Ride to Hell,X360,2013.0,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,14.0,1.3,433.0,"Eutechnyx, Deep Silver",M,0
12829,The Saboteur,PC,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,76.0,20.0,8.0,236.0,Pandemic Studios,M,2
12832,Hail to the Chimp,X360,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,52.0,23.0,6.1,7.0,Wideload Games Inc.,T,0
12833,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,68.0,25.0,8.2,5.0,Ubisoft Shanghai,M,2
12835,Rocket League,PC,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,20.0,8.2,580.0,Psyonix,E,1
12843,V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.01,0.06,82.0,10.0,7.4,14.0,Eden Studios,E,1
12846,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,81.0,44.0,8.1,1026.0,EA DICE,T,2
12847,Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,77.0,51.0,8.1,387.0,Iron Lore Entertainment,T,0
12848,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,59.0,22.0,6.6,7.0,Hitmaker,E,1
12853,Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,7.9,13.0,Ninja Studio,T,0
12859,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.3,519.0,Piranha Bytes,T,0
12864,7 Days to Die,XOne,2016.0,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,17.0,5.2,74.0,The Fun Pimps Entertainment LLC,M,2
12868,Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,30.0,4.0,3.6,20.0,Sensory Sweep,E,1
12869,Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,36.0,6.2,11.0,Capcom,M,0
12870,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,60.0,16.0,8.8,4.0,Climax Group,E,1
12871,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,78.0,29.0,9.1,10.0,Codo Games,E10+,1
12872,F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99.0,Codemasters Birmingham,E,1
12873,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,25.0,7.1,7.0,Acclaim Studios Manchester,M,2
12876,Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6.0,Shift,E,1
12885,Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,42.0,7.0,5.5,8.0,Papaya Studios,E10+,0
12893,Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,70.0,8.0,8.3,7.0,Raylight Studios,T,0
12895,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,39.0,7.2,31.0,Double Helix Games,M,2
12898,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,15.0,8.5,10.0,Black Box,E,1
12899,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,12.0,6.0,75.0,CI Games,M,2
12910,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.1,48.0,Double Helix Games,T,0
